,id,status,chemicalformula,job,subjob,project,timestart,timestop,totalcputime,computer,hamilton,hamversion,parentid,masterid
0,0,created,,Al_dataset,/Al_dataset,dataset/Al_dataset,2024-05-07 13:21:02.564975,,,pyiron@cmleo26#1,TrainingContainer,0.4,,
